項目選択肢用コントロールカラム,商品管理番号（商品URL）,選択肢タイプ,Select/Checkbox用項目名,Select/Checkbox用選択肢,項目選択肢別在庫用横軸選択肢,項目選択肢別在庫用横軸選択肢子番号,項目選択肢別在庫用縦軸選択肢,項目選択肢別在庫用縦軸選択肢子番号,項目選択肢別在庫用取り寄せ可能表示,項目選択肢別在庫用在庫数,在庫戻しフラグ,在庫切れ時の注文受付,在庫あり時納期管理番号,在庫切れ時納期管理番号
n,ipadmini-cover,i,,,<br>,,レッド,-7-red,0,1,0,0,,
n,ipadmini-screen,i,,,グレア,-1-gr,,,0,186,0,0,,
n,ipadmini-screen,i,,,ノングレア,-2-no,,,0,127,0,0,,
n,iphone4-flower,i,,, , ,レッド,-01Red,0,571,0,0,,
n,iphone4-flower,i,,, , ,ブラック,-02Blk,0,589,0,0,,
n,iphone4-flower,i,,, , ,ピンク,-03Pnk,0,582,0,0,,
n,iphone4-flower,i,,, , ,ミント,-04Mnt,0,561,0,0,,
n,iphone4-flower,i,,, , ,ホワイト,-05Wht,0,655,0,0,,
n,iphone4-flower,i,,, , ,レッドパープル,-06Red-Pur,0,549,0,0,,
n,iphone4-flower,i,,, , ,マルチカラー,-07Malti,0,883,0,0,,
n,iphone4-flower,i,,, , ,スカイブルー,-08Sky-Blue,0,673,0,0,,
n,iphone4-flower,i,,, , ,ブラックレッド,-09Blk-Red,0,974,0,0,,
n,iphone5-9hscreen,i,,,<br>,,iPhone5/5S,-#REF!,0,113,0,0,,
n,iphone5-9hscreen,i,,,<br>,,iPhone5C,-iP5-C,0,142,0,0,,
n,iphone5-african,i,,,<br>,,ホワイト,-01Wht,0,19,0,0,,
n,iphone5-african,i,,,<br>,,ブルー,-02Blu,0,17,0,0,,
n,iphone5-african,i,,,<br>,,レッド,-03Red,0,8,0,0,,
n,iphone5-african,i,,,<br>,,グレー,-04Gry,0,10,0,0,,
n,iphone5-african,i,,,<br>,,イエロー,-05Ylw,0,9,0,0,,
n,iphone5-african,i,,,<br>,,グリーン,-06Grn,0,5,0,0,,
n,iphone5-african,i,,,<br>,,ブラック,-07Blk,0,18,0,0,,
n,iphone5-african,i,,,<br>,,ピンク,-08Pnk,0,13,0,0,,
n,iphone5-african,i,,,<br>,,パープル,-09Ppl,0,4,0,0,,
n,iphone5-arm,i,,,<br>,,ホワイト,-7-wht,0,83,0,0,,
n,iphone5-arm,i,,,<br>,,レッド,-1-red,0,0,0,0,,
n,iphone5-arm,i,,,<br>,,ブルー,-2-blue,0,0,0,0,,
n,iphone5-arm,i,,,<br>,,ブラック,-3-blk,0,0,0,0,,
n,iphone5-arm,i,,,<br>,,ピンク,-4-pnk,0,78,0,0,,
n,iphone5-arm,i,,,<br>,,パープル,-5-ppl,0,0,0,0,,
n,iphone5-arm,i,,,<br>,,グレー,-6-gry,0,0,0,0,,
n,iphone5-arm,i,,,<br>,,グレープ,-8-grape,0,13,0,0,,
n,iphone5-bagcase,i,,,<br>,,ホワイト,-white,0,12,0,0,,
n,iphone5-bagcase,i,,,<br>,, レッド,-red,0,15,0,0,,
n,iphone5-bagcase,i,,,<br>,,ピンク,-pink,0,11,0,0,,
n,iphone5-bagcase,i,,,<br>,,オレンジ,-orange,0,6,0,0,,
n,iphone5-bagcase,i,,,<br>,,マゼンタ,-magenta,0,18,0,0,,
n,iphone5-bagcase,i,,,<br>,,パープル,-purple,0,7,0,0,,
n,iphone5-bagcase,i,,,<br>,,ブルー,-blue,0,26,0,0,,
n,iphone5-bagcase,i,,,<br>,,スカイブルー,-skyblue,0,9,0,0,,
n,iphone5-bagcase,i,,,<br>,,グリーン,-green,0,8,0,0,,
n,iphone5-bamboo,i,,,<br>,,ブラウン,-01brw,0,30,0,0,,
n,iphone5-bamboo,i,,,<br>,,ナチュラル,-02ntr,0,25,0,0,,
n,iphone5-block,i,,,<br>,,レッド,-1-red,0,46,0,0,,
n,iphone5-block,i,,,<br>,,ブルー,-2-blue,0,0,0,0,,
n,iphone5-block,i,,,<br>,,イエロー,-3-yel,0,59,0,0,,
n,iphone5-block,i,,,<br>,,グレー,-4-gry,0,17,0,0,,
n,iphone5-block,i,,,<br>,,グリーン,-5-grn,0,29,0,0,,
n,iphone5-block,i,,,<br>,,ブラック,-6-blk,0,51,0,0,,
n,iphone5-block,i,,,<br>,,ホワイト,-10-wht,0,71,0,0,,
n,iphone5-block,i,,,<br>,,パープル,-8-ppl,0,49,0,0,,
n,iphone5-block,i,,,<br>,,オレンジ,-9-org,0,0,0,0,,
n,iphone5-block,i,,,<br>,,ピンク/レッド,-11-pnkred,0,65,0,0,,
n,iphone5-block,i,,,<br>,,ピンク/ブラック,-12-pnkblk,0,16,0,0,,
n,iphone5-block,i,,,<br>,,ピンク/パープル,-13-pnkppl,0,48,0,0,,
n,iphone5-bumper-1tone,i,,,<br>,,ホワイト,-white,0,0,0,0,,
n,iphone5-bumper-1tone,i,,,<br>,,ブラック,-black,0,0,0,0,,
n,iphone5-bumper-1tone,i,,,<br>,,ピンク,-pink,0,7,0,0,,
n,iphone5-bumper-1tone,i,,,<br>,,レッド,-red,0,14,0,0,,
n,iphone5-bumper-1tone,i,,,<br>,,イエロー,-yellow,0,10,0,0,,
n,iphone5-bumper-1tone,i,,,<br>,,オレンジ,-orange,0,10,0,0,,
n,iphone5-bumper-1tone,i,,,<br>,,グリーン,-green,0,2,0,0,,
n,iphone5-bumper-1tone,i,,,<br>,,ブルー,-blue,0,17,0,0,,
n,iphone5-bumper-1tone,i,,,<br>,,アクア, -aqua,0,0,0,0,,
n,iphone5-bumper-1tone,i,,,<br>,,シルバー,-silver,0,0,0,0,,
n,iphone5-bumper-2tone,i,,, , ,ブラックピンク,-blk-pink,0,18,0,0,,
n,iphone5-bumper-2tone,i,,, , ,ブラックレッド,-black-red,0,12,0,0,,
n,iphone5-bumper-2tone,i,,, , ,ブラックオレンジ,-blk-org,0,11,0,0,,
n,iphone5-bumper-2tone,i,,, , ,ブラックグリーン,-blk-green,0,14,0,0,,
n,iphone5-bumper-2tone,i,,, , ,ブラックブルー,-blk-blue,0,1,0,0,,
n,iphone5-bumper-2tone,i,,, , ,ブラックイエロー,-blk-yel,0,10,0,0,,
n,iphone5-bumper-2tone,i,,, , ,レッドホワイト,-red-wht,0,22,0,0,,
n,iphone5-bumper-2tone,i,,, , ,グリーンホワイト,-grn-wht,0,12,0,0,,
n,iphone5-bumper-2tone,i,,, , ,ブルーホワイト,-blu-wht,0,9,0,0,,
n,iphone5-bumper-2tone,i,,, , ,ピンクホワイト,-pnk-wht,0,30,0,0,,
n,iphone5-bumper-2tone,i,,, , ,オレンジホワイト,-org-wht,0,10,0,0,,
n,iphone5-bumpercase,i,,,<br>,,マゼンタ,-01mgt,0,138,0,0,,
n,iphone5-bumpercase,i,,,<br>,,スカイブルー,-02sky,0,115,0,0,,
n,iphone5-bumpercase,i,,,<br>,,ピンク,-03pnk,0,132,0,0,,
n,iphone5-bumpercase,i,,,<br>,,ホワイト,-04wht,0,121,0,0,,
n,iphone5-bumpercase,i,,,<br>,,ライトグリーン,-05Lgr,0,13,0,0,,
n,iphone5-bumpercase,i,,,<br>,,ターコイズ,-06tqs,0,92,0,0,,
n,iphone5-bumpercase,i,,,<br>,,ブラック,-07blk,0,116,0,0,,
n,iphone5-bumpercase,i,,,<br>,,ラベンダー,-08lvd,0,93,0,0,,
n,iphone5-bumpercase,i,,,<br>,,ライム,-09lime,0,109,0,0,,
n,iphone5-bumpercase,i,,,<br>,,クリーム,-10crm,0,144,0,0,,
n,iphone5c-05color,i,,,ツヤありタイプ,-paki,ホワイト,-01Wht,0,147,0,0,,
n,iphone5c-05color,i,,,ツヤありタイプ,-paki,ブラック,-02Blk,0,149,0,0,,
n,iphone5c-05color,i,,,ツヤありタイプ,-paki,レッド,-03Red,0,0,0,0,,
n,iphone5c-05color,i,,,ツヤありタイプ,-paki,マゼンタ,-04Mgt,0,0,0,0,,
n,iphone5c-05color,i,,,ツヤありタイプ,-paki,ピンク,-05Pnk,0,149,0,0,,
n,iphone5c-05color,i,,,ツヤありタイプ,-paki,オレンジ,-06Org,0,0,0,0,,
n,iphone5c-05color,i,,,ツヤありタイプ,-paki,イエロー,-07Ylw,0,99,0,0,,
n,iphone5c-05color,i,,,ツヤありタイプ,-paki,パープル,-08Ppl,0,0,0,0,,
n,iphone5c-05color,i,,,ツヤありタイプ,-paki,ブルー,-09Blu,0,97,0,0,,
n,iphone5c-05color,i,,,ツヤありタイプ,-paki,アクア,-10Aqa,0,0,0,0,,
n,iphone5c-05color,i,,,ツヤありタイプ,-paki,クリア,-11Clear,0,92,0,0,,
n,iphone5c-05color,i,,,ツヤなしタイプ,-moya,ホワイト,-01Wht,0,198,0,0,,
n,iphone5c-05color,i,,,ツヤなしタイプ,-moya,ブラック,-02Blk,0,200,0,0,,
n,iphone5c-05color,i,,,ツヤなしタイプ,-moya,レッド,-03Red,0,100,0,0,,
n,iphone5c-05color,i,,,ツヤなしタイプ,-moya,マゼンタ,-04Mgt,0,99,0,0,,
n,iphone5c-05color,i,,,ツヤなしタイプ,-moya,ピンク,-05Pnk,0,99,0,0,,
n,iphone5c-05color,i,,,ツヤなしタイプ,-moya,オレンジ,-06Org,0,100,0,0,,
n,iphone5c-05color,i,,,ツヤなしタイプ,-moya,イエロー,-07Ylw,0,99,0,0,,
n,iphone5c-05color,i,,,ツヤなしタイプ,-moya,パープル,-08Ppl,0,100,0,0,,
n,iphone5c-05color,i,,,ツヤなしタイプ,-moya,ブルー,-09Blu,0,49,0,0,,
n,iphone5c-05color,i,,,ツヤなしタイプ,-moya,アクア,-10Aqa,0,100,0,0,,
n,iphone5c-05color,i,,,ツヤなしタイプ,-moya,クリア,-11Clear,0,48,0,0,,
n,iphone5-carbon-270,i,,,<br>,,ブラック,-1-blk,0,0,0,0,,
n,iphone5-carbon-270,i,,,<br>,,シルバー,-2-sil,0,0,0,0,,
n,iphone5-carbon-270,i,,,<br>,,ブルー,-3-blue,0,22,0,0,,
n,iphone5-carbon-270,i,,,<br>,,ピンク,-4-pnk,0,19,0,0,,
n,iphone5-carbon-metal,i,,,<br>,,ブラック,-1-blk,0,0,0,0,,
n,iphone5-carbon-metal,i,,,<br>,,ホワイト,-2-wht,0,129,0,0,,
n,iphone5-carbon-skin,i,,,<br>,,シルバー,-1-sil,0,94,0,0,,
n,iphone5-carbon-skin,i,,,<br>,,ブラック,-2-blk,0,89,0,0,,
n,iphone5-carbon-skin,i,,,<br>,,ホワイト,-3-wht,0,97,0,0,,
n,iphone5c-bumper-2tone,i,,,<br>,,レッド,-01Red,0,0,0,0,,
n,iphone5c-bumper-2tone,i,,,<br>,,ブルー,-02Blu,0,38,0,0,,
n,iphone5c-bumper-2tone,i,,,<br>,,イエロー,-03Ylw,0,45,0,0,,
n,iphone5c-bumper-2tone,i,,,<br>,,パープル,-04Ppl,0,49,0,0,,
n,iphone5c-bumper-2tone,i,,,<br>,,マゼンタ,-05Mgt,0,96,0,0,,
n,iphone5c-bumper-2tone,i,,,<br>,,グリーン,-06Grn,0,43,0,0,,
n,iphone5c-bumpercase,i,,,<br>,,ブラック,-01Blk,0,57,0,0,,
n,iphone5c-bumpercase,i,,,<br>,,ホワイト,-02Wht,0,75,0,0,,
n,iphone5c-bumpercase,i,,,<br>,,マゼンタ,-03Mgt,0,83,0,0,,
n,iphone5c-bumpercase,i,,,<br>,,ピンク,-04Pnk,0,76,0,0,,
n,iphone5c-bumpercase,i,,,<br>,,ライム,-05Lim,0,31,0,0,,
n,iphone5c-bumpercase,i,,,<br>,,クリーム,-06Crm,0,39,0,0,,
n,iphone5c-bumpercase,i,,,<br>,,ターコイズ,-07Tqe,0,27,0,0,,
n,iphone5c-bumpercase,i,,,<br>,,ラベンダー,-08lvr,0,15,0,0,,
n,iphone5c-bumpercase,i,,,<br>,,スカイブルー,-09S-blu,0,29,0,0,,
n,iphone5c-bumpercase,i,,,<br>,,ライトグリーン,-10L-grn,0,35,0,0,,
n,iphone-5c-flower,i,,, , ,ブラック,-01Blk,0,416,0,0,,
n,iphone-5c-flower,i,,, , ,ホワイト,-02Wht,0,411,0,0,,
n,iphone-5c-flower,i,,, , ,レッド,-03Red,0,454,0,0,,
n,iphone-5c-flower,i,,, , ,ピンク,-04Pnk,0,373,0,0,,
n,iphone-5c-flower,i,,, , ,ミント,-05Mnt,0,447,0,0,,
n,iphone-5c-flower,i,,, , ,レッドパープル,-06Red-Pur,0,446,0,0,,
n,iphone-5c-flower,i,,, , ,ブラックレッド,-07Blk-Red,0,277,0,0,,
n,iphone-5c-flower,i,,, , ,マルチカラー,-08Multi,0,417,0,0,,
n,iphone-5c-flower,i,,, , ,スカイブルー,-09Sky-Blu,0,265,0,0,,
n,iphone5-chaneltype,i,,,<br>,,ブラックレザー×シルバー,-1-blk-sil,0,219,0,0,,
n,iphone5-chaneltype,i,,,<br>,,ホワイト×シルバー,-2-wht-sil,0,314,0,0,,
n,iphone5-chaneltype,i,,,<br>,,ホワイト×ゴールド,-3-wht-gld,0,325,0,0,,
n,iphone5-chaneltype,i,,,<br>,,ピンク×シルバー,-4-pnk-sil,0,341,0,0,,
n,iphone5-chaneltype,i,,,<br>,,ミント×シルバー, -05-mnt-sil,0,218,0,0,,
n,iphone5-chaneltype,i,,,<br>,, ブラックエナメル×シルバー,-6-blk-ena,0,0,0,0,,
n,iphone5-chaneltype,i,,,<br>,,ホワイトエナメル×シルバー,-7-wht-ena,0,109,0,0,,
n,iphone5-chaneltype,i,,,<br>,,ピンクエナメル×シルバー,-8-pnk-ena,0,125,0,0,,
n,iphone5-05thin,i,,,ツヤあり,-1-paki,ホワイト,-wht,0,1349,0,0,,
n,iphone5-05thin,i,,,ツヤあり,-1-paki,グレー,-gry,0,202,0,0,,
n,iphone5-05thin,i,,,ツヤあり,-1-paki,ブルー,-blue,0,79,0,0,,
n,iphone5-05thin,i,,,ツヤあり,-1-paki,レッド,-red,0,235,0,0,,
n,iphone5-05thin,i,,,ツヤあり,-1-paki,ピンク,-pnk,0,0,0,0,,
n,iphone5-05thin,i,,,ツヤあり,-1-paki,パープル,-ppl,0,0,0,0,,
n,iphone5-05thin,i,,,ツヤあり,-1-paki,ネオンイエロー,-yel,0,0,0,0,,
n,iphone5-05thin,i,,,ツヤなし,-2-moya,ホワイト,-wht,0,157,0,0,,
n,iphone5-05thin,i,,,ツヤなし,-2-moya,グレー,-gry,0,446,0,0,,
n,iphone5-05thin,i,,,ツヤなし,-2-moya,ブルー,-blue,0,229,0,0,,
n,iphone5-05thin,i,,,ツヤなし,-2-moya,レッド,-red,0,89,0,0,,
n,iphone5-05thin,i,,,ツヤなし,-2-moya,ピンク,-pnk,0,77,0,0,,
n,iphone5-05thin,i,,,ツヤなし,-2-moya,パープル,-ppl,0,241,0,0,,
n,iphone5-05thin,i,,,ツヤなし,-2-moya,ネオンイエロー,-yel,0,67,0,0,,
n,iphone5-steven,i,,,<br>,,ブラック,-01black,0,66,0,0,,
n,iphone5-steven,i,,,<br>,,ホワイト,-02white,0,1,0,0,,
n,iphone5-steven,i,,,<br>,,ピンク,-03pink,0,2,0,0,,
n,iphone5-steven,i,,,<br>,,パープル,-04purple,0,0,0,0,,
n,iphone5-steven,i,,,<br>,,ゴールド,-05gold,0,11,0,0,,
n,iphone5c-leatherbook,i,,,<br>,,ブラック,-01Blk,0,36,0,0,,
n,iphone5c-leatherbook,i,,,<br>,,ブラウン,-02Brn,0,17,0,0,,
n,iphone5c-leatherbook,i,,,<br>,,ライトブラウン,-03L-brn,0,20,0,0,,
n,iphone5c-leatherbook,i,,,<br>,,ダークブラウン,-04D-brn,0,13,0,0,,
n,iphone5c-screen,i,,,<br>,,グレア,-01Glare,0,377,0,0,,
n,iphone5c-screen,i,,,<br>,,ノングレア,-02Non-Glare,0,401,0,0,,
n,iphone5c-tpucase,i,,, , ,イエロー,-01Ylw,0,30,0,0,,
n,iphone5c-tpucase,i,,, , ,ホワイト,-02Wht,0,29,0,0,,
n,iphone5c-tpucase,i,,, , ,グリーン,-03Grn,0,30,0,0,,
n,iphone5c-tpucase,i,,, , ,ブルー,-04Blu,0,30,0,0,,
n,iphone5c-tpucase,i,,, , ,レッド,-05Red,0,30,0,0,,
n,iphone5-diary,i,,,<br>,,レッド,-1-red,0,14,0,0,,
n,iphone5-diary,i,,,<br>,,ブラック,-2-blk,0,0,0,0,,
n,iphone5-diary,i,,,<br>,,パープル/ブラック,-3-ppl-blk,0,0,0,0,,
n,iphone5-diary,i,,,<br>,,ホワイト,-4-wht,0,1,0,0,,
n,iphone5-diary,i,,,<br>,,ライトブルー,-5-lblue,0,0,0,0,,
n,iphone5-diary,i,,,<br>,,ローズ,-6-rose,0,5,0,0,,
n,iphone5-diary,i,,,<br>,,ピンク,-7-pnk,0,36,0,0,,
n,iphone5-flower,i,,, , ,レッド,-01Red,0,677,0,0,,
n,iphone5-flower,i,,, , ,レッドオレンジ,-02Red-Org,0,1,0,0,,
n,iphone5-flower,i,,, , ,レッドパープル,-03Red-Pur,0,652,0,0,,
n,iphone5-flower,i,,, , ,ブラック,-04Blk,0,742,0,0,,
n,iphone5-flower,i,,, , ,ピンク,-05Pnk,0,360,0,0,,
n,iphone5-flower,i,,, , ,ミント,-06Mnt,0,969,0,0,,
n,iphone5-flower,i,,, , ,ホワイト,-07Wht,0,484,0,0,,
n,iphone5-flower,i,,, , ,スカイブルー,-08Sky-Blu,0,784,0,0,,
n,iphone5-flower,i,,, , ,ブラックレッド,-09Blk-Red,0,192,0,0,,
n,iphone5-flower,i,,, , ,マルチカラー,-10Multi,0,204,0,0,,
n,iphone5-icam,i,,,<br>,,レッド,-1-red,0,8,0,0,,
n,iphone5-icam,i,,,<br>,,ブラック,-2-blk,0,15,0,0,,
n,iphone5-icam,i,,,<br>,,ホワイト,-3-wht,0,13,0,0,,
n,iphone5-icam,i,,,<br>,,グリーン,-4-grn,0,17,0,0,,
n,iphone5-icam,i,,,<br>,,ピンク,-5-pnk,0,3,0,0,,
n,iphone5-icam,i,,,<br>,,イエロー,-6-yel,0,17,0,0,,
n,iphone5-kujaku,i,,,<br>,,ピンク,-1-pnk,0,0,0,0,,
n,iphone5-kujaku,i,,,<br>,,ライトブルー,ライトブルー,0,0,0,0,,
n,iphone5-kujaku,i,,,<br>,,パープル,パープル,0,0,0,0,,
n,iphone5-kujaku,i,,,<br>,,シルバー,-2-sil,0,0,0,0,,
n,iphone5-kujaku,i,,,<br>,,ブラック,ブラック,0,0,0,0,,
n,iphone5-kujaku,i,,,<br>,,レッド,-3-red,0,1,0,0,,
n,iphone5-leopard,i,,,<br>,,ブラウン,-brown,0,0,0,0,,
n,iphone5-leopard,i,,,<br>,,ダークブラウン,-darkbrown,0,0,0,0,,
n,iphone5-leopard,i,,,<br>,,ブラック,-black,0,44,0,0,,
n,iphone5-leopard,i,,,<br>,,グレー,-gray,0,43,0,0,,
n,iphone5-leopard,i,,,<br>,,レッド,-red,0,50,0,0,,
n,iphone5-leopard,i,,,<br>,,ブルー,-blue,0,58,0,0,,
n,iphone5-lightningcable,i,,,<br>,,ホワイト,-01white,0,491,0,0,,
n,iphone5-lightningcable,i,,,<br>,,ブラック,-02black,0,540,0,0,,
n,iphone5-lightningcable,i,,,<br>,,ピンク,-03pink,0,742,0,0,,
n,iphone5-lightningcable,i,,,<br>,,レッド,-04red,0,416,0,0,,
n,iphone5-lightningcable,i,,,<br>,,ブルー,-05blue,0,501,0,0,,
n,iphone5-lightningcable,i,,,<br>,,オレンジ,-06org,0,570,0,0,,
n,iphone5-lightningcable,i,,,<br>,, グリーン,-07green,0,420,0,0,,
n,iphone5-lightningcable,i,,,<br>,,イエロー,-08yel,0,410,0,0,,
n,iphone5-lightningcable,i,,,<br>,,パープル,-09pur,0,613,0,0,,
n,iphone5-lightningcable,i,,,<br>,,グレープ,-10grp,0,0,0,0,,
n,iphone5-lightning-adapter,i,,,<br>,,ホワイト,-1wht,0,115,0,0,,
n,iphone5-lightning-adapter,i,,,<br>,,ピンク,-2pnk,0,139,0,0,,
n,iphone5-lightning-adapter,i,,,<br>,,イエロー,-3ylw,0,158,0,0,,
n,iphone5-lightning-adapter,i,,,<br>,,ブルー,-4ble,0,145,0,0,,
n,iphone5-lightning-adapter,i,,,<br>,,パープル,-5ppl,0,154,0,0,,
n,iphone5-lightning-adapter,i,,,<br>,,ブラック,-6blk,0,95,0,0,,
n,iphone5-lightning-adapter,i,,,<br>,,グリーン,-7grn,0,146,0,0,,
n,iphone5-linear,i,,, , ,ブラック,-01blk,0,31,0,0,,
n,iphone5-linear,i,,, , ,シルバー,-02slv,0,0,0,0,,
n,iphone5-linear,i,,, , ,ホワイト,-03wht,0,26,0,0,,
n,iphone5-linear,i,,, , ,レッド,-04red,0,6,0,0,,
n,iphone5-linear,i,,, , ,ブルー,-05ble,0,15,0,0,,
n,iphone5-linear,i,,, , ,ピンク,-06pnk,0,48,0,0,,
n,iphone5-linear,i,,, , ,ホットピンク,-07hotpink,0,18,0,0,,
n,iphone5-linear,i,,, , ,イエロー,-08ylw,0,14,0,0,,
n,iphone5-linear,i,,, , ,ライムグリーン,-09limegreen,0,21,0,0,,
n,iphone5-linear,i,,, , ,グリーン,-10grn,0,16,0,0,,
n,iphone5-linear,i,,,<br>,,ブラック,-01blk,0,31,0,0,,
n,iphone5-linear,i,,,<br>,,シルバー,-02slv,0,0,0,0,,
n,iphone5-linear,i,,,<br>,,ホワイト,-03wht,0,26,0,0,,
n,iphone5-linear,i,,,<br>,,レッド,-04red,0,6,0,0,,
n,iphone5-linear,i,,,<br>,,ブルー,-05ble,0,15,0,0,,
n,iphone5-linear,i,,,<br>,,ピンク,-06pnk,0,48,0,0,,
n,iphone5-linear,i,,,<br>,,ホットピンク,-07hotpink,0,18,0,0,,
n,iphone5-linear,i,,,<br>,,イエロー,-08ylw,0,14,0,0,,
n,iphone5-linear,i,,,<br>,,ライムグリーン,-09limegreen,0,21,0,0,,
n,iphone5-linear,i,,,<br>,,グリーン,-10grn,0,16,0,0,,
n,iphone5-manga,i,,,<br>,,漫画/カートゥーン,-1-manga,0,9,0,0,,
n,iphone5-manga,i,,,<br>,,海賊/パイレーツ,-2-kaizoku,0,19,0,0,,
n,iphone5-manga,i,,,<br>,,骸骨/スカル,-3-skul,0,8,0,0,,
n,iphone5-metal,i,,,<br>,,グリーン,-1-grn,0,40,0,0,,
n,iphone5-metal,i,,,<br>,,ブルー,-2-blue,0,41,0,0,,
n,iphone5-metal,i,,,<br>,,パープル,-3-ppl,0,40,0,0,,
n,iphone5-metal,i,,,<br>,, シルバー,-4-sil,0,84,0,0,,
n,iphone5-metal,i,,,<br>,,ローズ,-5-rose,0,61,0,0,,
n,iphone5-metal,i,,,<br>,,ゴールド,-6-gld,0,44,0,0,,
n,iphone5-metal,i,,,<br>,,レッド,-7-red,0,46,0,0,,
n,iphone5-metal,i,,,<br>,,ブラック,-8-blk,0,41,0,0,,
n,iphone5-mophie,i,,, , ,ブラック,-1-black,0,25,0,0,,
n,iphone5-mophie,i,,, , ,ホワイト,-2-white,0,16,0,0,,
n,iphone5-mophie,i,,, , ,ピンク,-3-pink,0,22,0,0,,
n,iphone5-mophie,i,,, , ,オレンジ,-4-orange-grey,0,38,0,0,,
n,iphone5-mophie,i,,, , ,パープル,-5-purple,0,52,0,0,,
n,iphone5-mophie,i,,, , ,ブルー,-6-blue,0,27,0,0,,
n,iphone5-mophie,i,,, , ,レッド,-7-red,0,15,0,0,,
n,iphone5-mophie,i,,, , ,イエロー,-8-yellow,0,25,0,0,,
n,iphone5-moshi-metal,i,,,<br>,,シルバーホワイト,-01Slv-Wht,0,68,0,0,,
n,iphone5-moshi-metal,i,,,<br>,,ブラックホワイト,-02Blk-Wht,0,98,0,0,,
n,iphone5-moshi-metal,i,,,<br>,,グレーホワイト,-03Gry-Wht,0,96,0,0,,
n,iphone5-moshi-metal,i,,,<br>,,アクアホワイト,-04Aqa-Wht,0,97,0,0,,
n,iphone5-moshi-metal,i,,,<br>,,レッドホワイト,-05Red-Wht,0,89,0,0,,
n,iphone5-moshi-metal,i,,,<br>,,マゼンタホワイト,-06Mgt-Wht,0,100,0,0,,
n,iphone5-moshi-metal,i,,,<br>,,ピンクホワイト,-07Pnk-Wht,0,97,0,0,,
n,iphone5-moshi-metal,i,,,<br>,,イエローホワイト,-08Yel-Wht,0,99,0,0,,
n,iphone5-moshi-metal,i,,,<br>,,ゴールドホワイト,-09Gld-Wht,0,76,0,0,,
n,iphone5-moshi-metal,i,,,<br>,,パープルホワイト,-10Ppl-Wht,0,99,0,0,,
n,iphone5-moshi-metal,i,,,<br>,,ブルーホワイト,-11Blu-Wht,0,98,0,0,,
n,iphone5-moshi-metal,i,,,<br>,,ブラウンホワイト,-12Brn-Wht,0,97,0,0,,
n,iphone5-moshi-metal,i,,,<br>,,ブラックブラック,-13Blk-Blk,0,78,0,0,,
n,iphone-nail,i,,,iPhone5/5S, -iP5,レッド（159）,-01Red-159,0,29,0,0,,
n,iphone-nail,i,,,iPhone5/5S, -iP5,マゼンタ（541）,-02Mgt-541,0,14,0,0,,
n,iphone-nail,i,,,iPhone5/5S, -iP5,ピンク（543）,-03Pnk-543,0,49,0,0,,
n,iphone-nail,i,,,iPhone5/5S, -iP5,オレンジ（617）,-04Org-617,0,277,0,0,,
n,iphone-nail,i,,,iPhone5/5S, -iP5,グリーン（513）,-05Grn-513,0,283,0,0,,
n,iphone-nail,i,,,iPhone5/5S, -iP5,パープル（461）,-06Pur-461,0,265,0,0,,
n,iphone-nail,i,,,iPhone5/5S, -iP5,マーブル（531）,07Maeble-531,0,5,0,0,,
n,iphone-nail,i,,,ihone4S,-IP4S,レッド（159）,-01Red-159,0,281,0,0,,
n,iphone-nail,i,,,ihone4S,-IP4S,マゼンタ（541）,-02Mgt-541,0,286,0,0,,
n,iphone-nail,i,,,ihone4S,-IP4S,ピンク（543）,-03Pnk-543,0,288,0,0,,
n,iphone-nail,i,,,ihone4S,-IP4S,オレンジ（617）,-04Org-617,0,296,0,0,,
n,iphone-nail,i,,,ihone4S,-IP4S,グリーン（513）,-05Grn-513,0,279,0,0,,
n,iphone-nail,i,,,ihone4S,-IP4S,パープル（461）,-06Pur-461,0,297,0,0,,
n,iphone-nail,i,,,ihone4S,-IP4S,マーブル（531）,07Maeble-531,0,5,0,0,,
n,iphone-nail,i,,,iPhone5C,-iP5C,レッド（159）,-01Red-159,0,241,0,0,,
n,iphone-nail,i,,,iPhone5C,-iP5C,マゼンタ（541）,-02Mgt-541,0,204,0,0,,
n,iphone-nail,i,,,iPhone5C,-iP5C,ピンク（543）,-03Pnk-543,0,230,0,0,,
